Player,npxG/90,npSh/90,Explosiveness
Vitaliy Mykolenko,0.01694915254237288,0.3389830508474576,0.005745475438092502
Remo Freuler,0.016666666666666666,0.3333333333333333,0.005555555555555555
Angelo Ogbonna,0.021897810218978103,0.21897810218978103,0.004795140923863819
Jack Stephens,0.03076923076923077,0.15384615384615385,0.0047337278106508885
Joe Rothwell,0.017699115044247787,0.2654867256637168,0.004698880100242775
Jakub Kiwior,0.02127659574468085,0.2127659574468085,0.004526935264825713
Joe Gomez,0.012269938650306749,0.36809815950920244,0.004516541834468741
Aaron Cresswell,0.012096774193548387,0.3629032258064516,0.004389958376690947
Nélson Semedo,0.013698630136986302,0.3082191780821918,0.00422218052167386
Kyle Walker,0.01834862385321101,0.2293577981651376,0.0042083999663328
Tyrell Malacia,0.012903225806451613,0.3225806451612903,0.004162330905306971
Wilfred Ndidi,0.010695187165775402,0.37433155080213903,0.0040035459978838405
Victor Lindelöf,0.019736842105263157,0.19736842105263158,0.003895429362880886
Hugo Bueno,0.013698630136986302,0.273972602739726,0.0037530493525989865
Tyrick Mitchell,0.018691588785046728,0.18691588785046728,0.003493754913092846
Matty Cash,0.009900990099009901,0.34653465346534656,0.0034310361729242233
Leander Dendoncker,0.012987012987012988,0.2597402597402597,0.0033732501264968798
Lewis Cook,0.010471204188481676,0.31413612565445026,0.0032893835147062857
Vladimír Coufal,0.012658227848101266,0.25316455696202533,0.003204614645088928
Victor Bernth Kristiansen,0.010101010101010102,0.30303030303030304,0.003060912151821243
Nampalys Mendy,0.011904761904761904,0.23809523809523808,0.0028344671201814054
Steve Cook,0.009433962264150945,0.2830188679245283,0.00266998932004272
Adam Smith,0.015290519877675839,0.1529051987767584,0.0023379999812959996
Ben Johnson,0.010416666666666668,0.20833333333333334,0.0021701388888888894
Luke Thomas,0.008403361344537815,0.25210084033613445,0.0021184944566061716
Boubacar Kamara,0.010152284263959392,0.20304568527918782,0.0020613775155247497
Issa Diop,0.013392857142857144,0.13392857142857142,0.001793686224489796
Nathan Collins,0.009900990099009901,0.1485148514851485,0.0014704440741103812
Jonny Evans,0.017094017094017096,0.08547008547008547,0.0014610271020527432
Lloyd Kelly,0.00881057268722467,0.13215859030837004,0.0011643928661530401
Tim Ream,0.009316770186335402,0.09316770186335403,0.0008680220670498821
Junior Firpo,0.006578947368421053,0.13157894736842105,0.0008656509695290858
Tyler Adams,0.004166666666666667,0.16666666666666666,0.0006944444444444444
Scott McKenna,0.005714285714285714,0.11428571428571428,0.0006530612244897959
Jorginho,0.007042253521126762,0.07042253521126761,0.0004959333465582227
Antonee Robinson,0.002915451895043732,0.08746355685131196,0.0002549957925694227
Illan Meslier,0.0029411764705882353,0.029411764705882353,8.650519031141868e-05
David Raya,0.002631578947368421,0.02631578947368421,6.925207756232686e-05
Juan Larios,0.0,0.0,0.0
Hugo Lloris,0.0,0.0,0.0
Alisson,0.0,0.0,0.0
Ryan Fredericks,0.0,0.0,0.0
David de Gea,0.0,0.0,0.0
Ainsley Maitland-Niles,0.0,0.06410256410256411,0.0
Illia Zabarnyi,0.0,0.0,0.0
Danny Ward,0.0,0.0,0.0
Daniel Bentley,0.0,0.0,0.0
Alex McCarthy,0.0,0.0,0.0
Saman Ghoddos,0.0,0.6666666666666666,0.0
Adam Forshaw,0.0,0.18867924528301888,0.0
Fraser Forster,0.0,0.0,0.0
Emiliano Martínez,0.0,0.0,0.0
Joseph Whitworth,0.0,0.0,0.0
Daniel Iversen,0.0,0.0,0.0
Edouard Mendy,0.0,0.0,0.0
Kevin Mbabu,0.0,0.0,0.0
Bernd Leno,0.0,0.0,0.0
Kristoffer Ajer,0.0,0.11764705882352941,0.0
Keylor Navas,0.0,0.0,0.0
Robert Sánchez,0.0,0.0,0.0
Alphonse Areola,0.0,0.0,0.0
Joel Robles,0.0,0.0,0.0
Japhet Tanganga,0.0,0.0,0.0
Aaron Ramsdale,0.0,0.0,0.0
Sam Johnstone,0.0,0.0,0.0
Gavin Bazunu,0.0,0.0,0.0
James Bree,0.0,0.24390243902439027,0.0
Jason Steele,0.0,0.0,0.0
Boubakary Soumaré,0.0,0.055248618784530384,0.0
Wayne Hennessey,0.0,0.0,0.0
Marek Rodák,0.0,0.0,0.0
Jan Bednarek,0.0,0.0,0.0
Martin Dúbravka,0.0,0.0,0.0
Ederson,0.0,0.0,0.0
Asmir Begović,0.0,0.0,0.0
José Sá,0.0,0.0,0.0
Matt Targett,0.0,0.14705882352941177,0.0
Dean Henderson,0.0,0.0,0.0
Vicente Guaita,0.0,0.0,0.0
Mohamed Elneny,0.0,0.0,0.0
Neto,0.0,0.0,0.0
Layvin Kurzawa,0.0,0.0,0.0
Albert Sambi Lokonga,0.0,0.0,0.0
Kepa Arrizabalaga,0.0,0.0,0.0
Robin Olsen,0.0,0.0,0.0
Willy Boly,0.0,0.2631578947368421,0.0
Stefan Ortega,0.0,0.0,0.0
Nick Pope,0.0,0.0,0.0
Jack Colback,0.0,0.0,0.0
Nathaniel Clyne,0.0,0.0,0.0
Łukasz Fabiański,0.0,0.0,0.0
Caoimhín Kelleher,0.0,0.0,0.0
Ben Pearson,0.0,0.625,0.0
Jordan Pickford,0.0,0.0,0.0
Mark Travers,0.0,0.0,0.0
